target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
RPL8	0.6149909753190168	0.9998704121877456	-0.3200246462694678	0.6362799451049254	14.11446326121294	1.1241987355815013	2.4350922434492183e-4	1.1873228518343204	0.7009664422131009	1.1873228518343204
IGHV3-66	0.3433532313619039	0.9998704121877456	1.8502590653415714	1.9526552877560248	6.32416135307512	11.102807750634073	0.41852842774218174	10.765868745809072	1.020892685024867	10.765868745809072
KXD1	0.7969989479568734	0.9998704121877456	0.10892627957092046	0.4234538339843289	9.34561592967787	0.49090085064732797	0.004671273685248203	0.5213139648950993	0.4810488525717574	0.5213139648950993
CTD-2010I16.1	0.9802691623861354	0.9998704121877456	-0.017711062222618784	0.7161349632717211	4.726722248958976	1.148103991399809	0.13352919913009187	1.1028197044496904	1.3708287053557966	1.3708287053557966
SNRNP48	0.5271942900037765	0.9998704121877456	-0.32866168779063865	0.5197918929673911	7.865299144286362	0.758561144199361	0.012945260065793001	0.779593335118437	0.6201470264449457	0.779593335118437
CDHR5	0.6166223871042823	0.9998704121877456	-0.32371208331531526	0.6465926353816405	5.727237500252139	0.7067248838824293	0.024287642843620175	0.713155880481503	1.20208632980372	1.20208632980372
HSPD1P16	0.7386724743585114	0.9998704121877456	-0.24352227352475544	0.7299569029709119	2.7947513616491544	1.4243006133918044	0.3201005432477628	1.2003804440002455	1.2428882253239004	1.2428882253239004
C10orf67	0.39237246302888684	0.9998704121877456	0.92840567845137	1.085444778618408	4.059574537294082	3.389762489220443	0.18291194941339856	3.273113128381166	1.3967584268019193	3.273113128381166
AC006509.7	0.9014926687712347	0.9998704121877456	-0.09008236907095907	0.7277856790858321	4.1436394067051205	0.707545626289797	0.15573163452005942	0.6044095391173261	1.3979728832150562	1.3979728832150562
WI2-1896O14.1	0.2052277677204144	0.9998704121877456	1.3705811021543317	1.081926107435933	8.272602677910964	3.5819825659517814	0.020222503904251597	3.4134321951533937	0.5611918925108135	3.4134321951533937
ZNF621	0.8510483179274315	0.9998704121877456	0.08276055979328373	0.44072910818111277	8.266255896297443	0.15901422184885527	0.007793015406411818	0.16190758427019603	0.5619839485347372	0.5619839485347372
MKRN1	0.9812140357480886	0.9998704121877456	0.011683502565025719	0.4961802764835519	11.450514047928293	0.6706165237114113	0.0031490210723435883	0.7190225881234521	0.49965456966306626	0.7190225881234521
KRT18P37	0.34647795608003024	0.9998704121877456	-0.6718755358409327	0.7136657585388079	2.3373667529248694	0.6759667504173037	0.3599329328049302	0.26617312472597277	1.134068924266668	1.134068924266668
HDAC3	0.6994390807284661	0.9998704121877456	0.15567962169483618	0.4032338509276965	9.641631273637977	0.09394668283536876	0.004019808051030791	0.09168487416713024	0.4729329716486431	0.4729329716486431
CWF19L2	0.8330960326746872	0.9998704121877456	-0.0846620420439539	0.4017512833810438	10.232445436289279	0.21989049671426555	0.0024070906193650555	0.23278074122689726	0.47104491756236133	0.47104491756236133
GAPDHP46	0.7277112417637488	0.9998704121877456	0.28163560681945765	0.8088986235628507	2.1861254419761957	1.7988539688225194	0.27691508483429583	1.6424147325578693	1.0934174048837375	1.6424147325578693
RANBP2	0.39628308094698267	0.9998704121877456	-0.3482623613931066	0.41055208097713297	11.295882992907156	0.1737238046571466	2.3337320237474429e-4	0.15948655189518537	0.4941887929686114	0.4941887929686114
RP11-46A10.6	0.6042276938071498	0.9998704121877456	0.35434714003816487	0.6836316551016242	5.413286784742376	0.8502820898673241	0.09768917794206224	0.7896673116138152	1.2732107256384302	1.2732107256384302
