row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AC090283.3	0	NA	NA	NA	NA	NA
AC090286.2	24.430421815591004	-0.3066903859465648	0.4914228072252362	-0.6240865939419005	0.5325707175975987	0.8457066427487291
AC090425.1	7.086729709174091	-1.4970627246326937	1.4246513240355374	-1.0508274546729373	0.2933378439100438	0.7094918073175676
AC090427.1	0.07762688427755647	-0.21271741101663263	3.47306314760016	-0.0612477809865385	0.9511618774069004	NA
AC090453.1	0	NA	NA	NA	NA	NA
AC090505.5	2.2874848586924306	-4.046115368082704	2.2911718630688966	-1.7659589109405172	0.07740274257363011	NA
AC090519.1	0.32431908785056246	-1.0130644635144006	3.472516842997627	-0.2917378113103346	0.7704870969253044	NA
AC090519.2	0.4944199066389377	-1.8810455725126152	2.332408625278637	-0.8064819998202071	0.4199649827869889	NA
AC090519.3	0.9862016913237652	-0.5979431282345022	1.4857143886621684	-0.40246169303975593	0.6873442749109433	NA
AC090519.4	1.7254581681964327	-0.3278830348189507	1.0146366360243568	-0.32315315964116215	0.7465792525033726	NA
AC090519.5	0.45343619465903623	-0.6265334748726602	2.040905989944634	-0.30698791515118096	0.758852570702846	NA
AC090519.6	1.2059132379238393	-1.8872574278130585	2.3424343288505645	-0.8056821079543938	0.42042616861066706	NA
AC090519.7	0.2732374590111237	0.3545188829229901	3.006171204537461	0.11793037016251293	0.9061228292406482	NA
AC090571.1	1.9180811619887526	-0.5628518601829464	1.0273760519957846	-0.5478537864392967	0.5837923031154968	NA
AC090574.1	0	NA	NA	NA	NA	NA
AC090602.2	0.182816717892277	-0.7373257739419119	3.47306314760016	-0.21229840708522507	0.8318742380710097	NA
AC090616.2	39.03720942880173	0.4978391888337185	0.3835453623969523	1.2979929824271403	0.19428974642195296	0.627953826004848
